Row	Gene	Uniprot	nrLocations	Type	LocationNumber	LOCATION	Reliability	HPAbin	SCtype	SCneigh	SC_ClassCount	SCvalid
13891	SGPP1	Q9BX95	1	SingleLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	MultiCLidentical	1_Secretory	5	FALSE
13892	SGTA	O43765	1	SingleLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
13893	SGTB	Q96EQ0	1	SingleLoc	FirstLoc	H_Nucleus	4_Uncertain	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
13894	SH2B1	Q9NRF2	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	MultiCLidentical	3_Cytosol	5	FALSE
13895	SH2D4A	Q9H788	1	SingleLoc	FirstLoc	N_Cytosol	1_Validated	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
13896	SH3BGRL	O75368	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	MultiCLidentical	3_Cytosol	5	FALSE
13897	SH3BGRL2	Q9UJC5	1	SingleLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
13898	SH3BGRL3	Q9H299	1	SingleLoc	FirstLoc	K_Nuclear bodies	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
13899	SH3BP2	P78314	2	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
13901	SH3BP5	O60239	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
13903	SH3BP5L	Q7L8J4	3	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
13906	SH3GL1	Q99961	1	SingleLoc	FirstLoc	N_Cytosol	1_Validated	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
13907	SH3GLB1	Q9Y371	1	SingleLoc	FirstLoc	N_Cytosol	2_Supported	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
13908	SH3GLB2	Q9NR46	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
13910	SH3KBP1	Q96B97	1	SingleLoc	FirstLoc	N_Cytosol	2_Supported	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
13911	SH3PXD2B	A1X283	3	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
13914	SH3RF1	Q7Z6J0	2	MultiLoc	FirstLoc	A_Vesicles	4_Uncertain	1_Secretory	MultiCLidentical	3_Cytosol	5	FALSE
13916	SHARPIN	Q9H0F6	2	MultiLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
13918	SHCBP1	Q8NEM2	2	MultiLoc	FirstLoc	K_Nuclear bodies	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
13920	SHKBP1	Q8TBC3	1	SingleLoc	FirstLoc	E_Cell Junctions	3_Approved	1_Secretory	MultiCLidentical	3_Cytosol	5	FALSE
13921	SHMT1	P34896	2	MultiLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
13923	SHPRH	Q149N8	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	3_Approved	4_Mitochondria	MultiCLidentical	2_Nucleus	5	FALSE
13924	SHQ1	Q6PI26	1	SingleLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
13925	SHROOM1	Q2M3G4	1	SingleLoc	FirstLoc	A_Vesicles	4_Uncertain	1_Secretory	MultiCLidentical	3_Cytosol	5	FALSE
13926	SIAH1	Q8IUQ4	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
13928	SIK2	Q9H0K1	1	SingleLoc	FirstLoc	B_Golgi apparatus	3_Approved	1_Secretory	MultiCLidentical	3_Cytosol	5	FALSE
13929	SIK3	Q9Y2K2	1	SingleLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
13930	SIN3A	Q96ST3	1	SingleLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
13931	SIN3B	O75182	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
13933	SIPA1	Q96FS4	4	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
13937	SIRT1	Q96EB6	3	MultiLoc	FirstLoc	H_Nucleus	1_Validated	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
13940	SIRT2	Q8IXJ6	3	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
13943	SIRT5	Q9NXA8	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	1_Validated	4_Mitochondria	MultiCLidentical	3_Cytosol	5	FALSE
13944	SIRT7	Q9NRC8	2	MultiLoc	FirstLoc	M_Nucleoli (Fibrillar center)	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
13946	SIX4	Q9UIU6	1	SingleLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
13947	SKA1	Q96BD8	1	SingleLoc	FirstLoc	P_Microtubules	2_Supported	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
13948	SKA3	Q8IX90	2	MultiLoc	FirstLoc	N_Cytosol	4_Uncertain	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
13950	SKIV2L	Q15477	1	SingleLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
13951	SKIV2L2	P42285	1	SingleLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
13952	SKP1	P63208	2	MultiLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
13954	SKP2	Q13309	2	MultiLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
13956	SLC10A7	Q0GE19	1	SingleLoc	FirstLoc	J_Nucleoli	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	5	FALSE
13957	SLC11A2	P49281	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	2_Supported	4_Mitochondria	MultiCLidentical	1_Secretory	5	FALSE
13958	SLC12A2	P55011	2	MultiLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
13960	SLC12A4	Q9UP95	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
13961	SLC12A6	Q9UHW9	2	MultiLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
13963	SLC16A3	O15427	2	MultiLoc	FirstLoc	L_Nuclear membrane	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	5	FALSE
13965	SLC17A5	Q9NRA2	2	MultiLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	1_Secretory	5	FALSE
13967	SLC19A1	P41440	1	SingleLoc	FirstLoc	D_Plasma membrane	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
13968	SLC19A2	O60779	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	1_Secretory	5	FALSE
13969	SLC1A4	P43007	2	MultiLoc	FirstLoc	T_Microtubule organizing center	1_Validated	3_Cytosol	MultiCLidentical	1_Secretory	5	FALSE
13971	SLC1A5	Q15758	1	SingleLoc	FirstLoc	D_Plasma membrane	1_Validated	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
13972	SLC20A1	Q8WUM9	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
13973	SLC22A23	A1A5C7	3	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	5	FALSE
13976	SLC22A4	Q9H015	2	MultiLoc	FirstLoc	G_Nucleoplasm	4_Uncertain	2_Nucleus	MultiCLidentical	1_Secretory	5	FALSE
13978	SLC22A5	O76082	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	3_Approved	4_Mitochondria	MultiCLidentical	1_Secretory	5	FALSE
13979	SLC23A2	Q9UGH3	2	MultiLoc	FirstLoc	B_Golgi apparatus	2_Supported	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
13981	SLC25A17	O43808	1	SingleLoc	FirstLoc	A_Vesicles	2_Supported	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
13982	SLC25A22	Q9H936	2	MultiLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	MultiCLidentical	4_Mitochondria	5	FALSE
13984	SLC25A24	Q6NUK1	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	1_Validated	4_Mitochondria	MultiCLidentical	4_Mitochondria	5	TRUE
13985	SLC25A5	P05141	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	2_Supported	4_Mitochondria	MultiCLidentical	4_Mitochondria	5	TRUE
13986	SLC26A6	Q9BXS9	1	SingleLoc	FirstLoc	N_Cytosol	4_Uncertain	3_Cytosol	MultiCLidentical	1_Secretory	5	FALSE
13987	SLC27A4	Q6P1M0	1	SingleLoc	FirstLoc	A_Vesicles	2_Supported	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
13988	SLC2A1	P11166	1	SingleLoc	FirstLoc	D_Plasma membrane	1_Validated	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
13989	SLC2A13	Q96QE2	1	SingleLoc	FirstLoc	L_Nuclear membrane	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	5	FALSE
13990	SLC30A1	Q9Y6M5	2	MultiLoc	FirstLoc	A_Vesicles	2_Supported	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
13992	SLC30A5	Q8TAD4	2	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	5	FALSE
13994	SLC30A6	Q6NXT4	1	SingleLoc	FirstLoc	B_Golgi apparatus	1_Validated	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
13995	SLC35A2	P78381	1	SingleLoc	FirstLoc	B_Golgi apparatus	2_Supported	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
13996	SLC35A5	Q9BS91	1	SingleLoc	FirstLoc	B_Golgi apparatus	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
13997	SLC35B1	P78383	3	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	5	FALSE
14000	SLC35B2	Q8TB61	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
14001	SLC35C1	Q96A29	1	SingleLoc	FirstLoc	B_Golgi apparatus	2_Supported	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
14002	SLC35C2	Q9NQQ7	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	5	FALSE
14004	SLC35E1	Q96K37	1	SingleLoc	FirstLoc	B_Golgi apparatus	1_Validated	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
14005	SLC35F2	Q8IXU6	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	3_Approved	4_Mitochondria	MultiCLidentical	1_Secretory	5	FALSE
14006	SLC35F5	Q8WV83	1	SingleLoc	FirstLoc	D_Plasma membrane	4_Uncertain	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
14007	SLC35F6	Q8N357	3	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	5	FALSE
14010	SLC37A4	NA	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	3_Approved	4_Mitochondria	MultiCLidentical	1_Secretory	5	FALSE
14011	SLC38A10	Q9HBR0	1	SingleLoc	FirstLoc	B_Golgi apparatus	1_Validated	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
14012	SLC38A2	Q96QD8	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
14013	SLC38A7	Q9NVC3	3	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	5	FALSE
14016	SLC38A9	Q8NBW4	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	5	FALSE
14018	SLC39A1	Q9NY26	1	SingleLoc	FirstLoc	N_Cytosol	4_Uncertain	3_Cytosol	MultiCLidentical	1_Secretory	5	FALSE
14019	SLC39A10	Q9ULF5	3	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	5	FALSE
14022	SLC39A11	Q8N1S5	1	SingleLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	5	FALSE
14023	SLC39A14	Q15043	3	MultiLoc	FirstLoc	C_Endoplasmic reticulum	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
14026	SLC39A7	Q92504	1	SingleLoc	FirstLoc	C_Endoplasmic reticulum	2_Supported	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
14027	SLC41A1	Q8IVJ1	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	3_Approved	4_Mitochondria	MultiCLidentical	1_Secretory	5	FALSE
14028	SLC41A3	Q96GZ6	1	SingleLoc	FirstLoc	D_Plasma membrane	2_Supported	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
14029	SLC44A1	Q8WWI5	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	5	FALSE
14031	SLC44A2	Q8IWA5	2	MultiLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
14033	SLC4A1AP	Q9BWU0	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14035	SLC4A2	P04920	3	MultiLoc	FirstLoc	I_Nuclear speckles	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	5	FALSE
14038	SLC6A9	P48067	2	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	5	FALSE
14040	SLC7A6OS	Q96CW6	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
14042	SLC9A1	P19634	1	SingleLoc	FirstLoc	D_Plasma membrane	2_Supported	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
14043	SLC9A3R1	O14745	3	MultiLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	MultiCLidentical	3_Cytosol	5	FALSE
14046	SLC9A6	Q92581	1	SingleLoc	FirstLoc	A_Vesicles	2_Supported	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
14047	SLC9A7	Q96T83	1	SingleLoc	FirstLoc	A_Vesicles	2_Supported	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
14048	SLCO4A1	Q96BD0	1	SingleLoc	FirstLoc	E_Cell Junctions	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
14049	SLK	Q9H2G2	2	MultiLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
14051	SLMAP	Q14BN4	1	SingleLoc	FirstLoc	C_Endoplasmic reticulum	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
14052	SLTM	Q9NWH9	2	MultiLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14054	SLU7	O95391	2	MultiLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14056	SLX4	Q8IY92	3	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14059	SLX4IP	Q5VYV7	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	2_Nucleus	5	FALSE
14060	SMAD2	Q15796	3	MultiLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
14063	SMAD3	P84022	2	MultiLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
14065	SMAD4	Q13485	3	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
14068	SMAD5	Q99717	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
14070	SMAP1	Q8IYB5	3	MultiLoc	FirstLoc	B_Golgi apparatus	3_Approved	1_Secretory	MultiCLidentical	3_Cytosol	5	FALSE
14073	SMARCA1	P28370	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14075	SMARCA2	P51531	3	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14078	SMARCA5	O60264	2	MultiLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14080	SMARCB1	Q12824	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14082	SMARCC1	Q92922	1	SingleLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14083	SMARCC2	Q8TAQ2	1	SingleLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14084	SMARCD1	Q96GM5	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14086	SMARCD2	Q92925	1	SingleLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14087	SMARCE1	Q969G3	1	SingleLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14088	SMC1A	Q14683	2	MultiLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14090	SMC2	O95347	2	MultiLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
14092	SMC3	Q9UQE7	1	SingleLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14093	SMC4	Q9NTJ3	2	MultiLoc	FirstLoc	I_Nuclear speckles	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
14095	SMC5	Q8IY18	1	SingleLoc	FirstLoc	I_Nuclear speckles	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14096	SMC6	Q96SB8	1	SingleLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14097	SMCHD1	A6NHR9	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14099	SMCR8	Q8TEV9	1	SingleLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
14100	SMG1	Q96Q15	1	SingleLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
14101	SMG7	Q92540	2	MultiLoc	FirstLoc	Q_Intermediate filaments	3_Approved	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
14103	SMG8	Q8ND04	1	SingleLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
14104	SMG9	Q9H0W8	2	MultiLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
14106	SMIM12	Q96EX1	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	3_Approved	4_Mitochondria	MultiCLidentical	4_Mitochondria	5	TRUE
14107	SMIM14	Q96QK8	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	3_Approved	4_Mitochondria	MultiCLidentical	1_Secretory	5	FALSE
14108	SMNDC1	O75940	2	MultiLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14110	SMPD2	O60906	3	MultiLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
14113	SMS	P52788	2	MultiLoc	FirstLoc	K_Nuclear bodies	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
14115	SMU1	Q2TAY7	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	MultiCLidentical	2_Nucleus	5	FALSE
14116	SMURF2	Q9HAU4	1	SingleLoc	FirstLoc	I_Nuclear speckles	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
14117	SMYD2	Q9NRG4	3	MultiLoc	FirstLoc	Q_Intermediate filaments	3_Approved	3_Cytosol	MultiCLidentical	3_Cytosol	5	TRUE
14120	SMYD3	Q9H7B4	2	MultiLoc	FirstLoc	B_Golgi apparatus	3_Approved	1_Secretory	MultiCLidentical	3_Cytosol	5	FALSE
14122	SMYD4	Q8IYR2	4	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
14126	SMYD5	Q6GMV2	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	3_Approved	4_Mitochondria	MultiCLidentical	3_Cytosol	5	FALSE
14127	SNAP23	O00161	1	SingleLoc	FirstLoc	D_Plasma membrane	2_Supported	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
14128	SNAP47	Q5SQN1	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	1_Secretory	5	FALSE
14129	SNAPC2	Q13487	3	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14132	SNAPC3	Q92966	2	MultiLoc	FirstLoc	H_Nucleus	1_Validated	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14134	SNAPC4	Q5SXM2	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14136	SNAPIN	O95295	2	MultiLoc	FirstLoc	J_Nucleoli	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
14138	SNF8	Q96H20	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
14140	SNIP1	Q8TAD8	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14142	SNRK	Q9NRH2	4	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
14146	SNRNP200	O75643	1	SingleLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14147	SNRNP35	Q16560	1	SingleLoc	FirstLoc	J_Nucleoli	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14148	SNRNP40	Q96DI7	1	SingleLoc	FirstLoc	I_Nuclear speckles	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14149	SNRNP70	P08621	1	SingleLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14150	SNRPA	P09012	1	SingleLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14151	SNRPA1	P09661	1	SingleLoc	FirstLoc	I_Nuclear speckles	1_Validated	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14152	SNRPB2	P08579	1	SingleLoc	FirstLoc	I_Nuclear speckles	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14153	SNRPC	P09234	1	SingleLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14154	SNRPD2	P62316	1	SingleLoc	FirstLoc	N_Cytosol	4_Uncertain	3_Cytosol	MultiCLidentical	2_Nucleus	5	FALSE
14155	SNRPD3	P62318	3	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14158	SNRPG	P62308	1	SingleLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14159	SNUPN	O95149	1	SingleLoc	FirstLoc	L_Nuclear membrane	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
14160	SNW1	Q13573	1	SingleLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	MultiCLidentical	2_Nucleus	5	TRUE
14161	SNX1	Q13596	1	SingleLoc	FirstLoc	A_Vesicles	1_Validated	1_Secretory	MultiCLidentical	3_Cytosol	5	FALSE
14162	SNX11	Q9Y5W9	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	1_Secretory	5	FALSE
14163	SNX14	Q9Y5W7	1	SingleLoc	FirstLoc	N_Cytosol	2_Supported	3_Cytosol	MultiCLidentical	1_Secretory	5	FALSE
14164	SNX15	Q9NRS6	2	MultiLoc	FirstLoc	J_Nucleoli	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	5	FALSE
14166	SNX17	Q15036	1	SingleLoc	FirstLoc	A_Vesicles	2_Supported	1_Secretory	MultiCLidentical	3_Cytosol	5	FALSE
14167	SNX19	Q92543	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	2_Supported	4_Mitochondria	MultiCLidentical	1_Secretory	5	FALSE
14168	SNX2	O60749	1	SingleLoc	FirstLoc	A_Vesicles	1_Validated	1_Secretory	MultiCLidentical	3_Cytosol	5	FALSE
14169	SNX24	Q9Y343	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	MultiCLidentical	3_Cytosol	5	FALSE
14170	SNX25	Q9H3E2	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	5	TRUE
